n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
315,    4259,      2343,       10,     2221,       2638,        12
316,    4283,      2356,       11,     2216,       2648,        14
317,    4286,      2348,       10,     2224,       2658,        11
318,    4318,      2383,       12,     2236,       2668,        21
319,    4334,      2381,       10,     2250,       2678,        12
320,    4341,      2372,       13,     2258,       2688,        17
321,    4358,      2398,       10,     2268,       2698,        11
322,    4378,      2410,       11,     2264,       2708,        13
323,    4411,      2427,       10,     2266,       2718,        12
324,    4429,      2440,       12,     2280,       2728,        14
325,    4439,      2439,       11,     2294,       2738,        11
326,    4456,      2454,       12,     2308,       2748,        14
327,    4477,      2468,       11,     2322,       2758,        13
328,    4487,      2462,       13,     2319,       2768,        15
329,    4507,      2474,       11,     2321,       2778,        11
330,    4543,      2499,       19,     2338,       2788,        16
331,    4550,      2505,       14,     2360,       2798,        13
332,    4553,      2505,       13,     2376,       2808,        15
333,    4566,      2510,       12,     2390,       2818,        12
334,    4573,      2505,       12,     2376,       2828,        15
335,    4604,      2523,       13,     2394,       2838,        13
336,    4629,      2540,       14,     2396,       2848,        16
337,    4631,      2533,       14,     2405,       2858,        12
338,    4654,      2550,       13,     2407,       2868,        14
339,    4679,      2568,       12,     2426,       2878,        13
340,    4716,      2588,       14,     2429,       2888,        15
341,    4714,      2585,       13,     2440,       2898,        12
342,    4727,      2597,       12,     2456,       2908,        15
343,    4737,      2604,       18,     2466,       2918,        13
344,    4769,      2613,       11,     2469,       2928,        16
345,    4783,      2627,       11,     2480,       2938,        13
346,    4790,      2627,       11,     2478,       2948,        14
347,    4808,      2638,       14,     2486,       2958,        20
348,    4824,      2649,       12,     2502,       2968,        16
349,    4854,      2674,       13,     2509,       2978,        13
350,    4862,      2674,       13,     2508,       2988,        15
351,    4881,      2676,       14,     2514,       2998,        14
352,    4893,      2675,       14,     2521,       3008,        18
353,    4920,      2688,       14,     2526,       3018,        15
354,    4919,      2696,       14,     2552,       3028,        14
355,    4936,      2703,       31,     2564,       3038,        22
356,    4972,      2726,       13,     2571,       3048,        16
357,    4986,      2734,       13,     2586,       3058,        13
358,    5000,      2736,       13,     2592,       3068,        15
359,    5026,      2754,       14,     2592,       3078,        15
360,    5047,      2767,       14,     2600,       3088,        17
361,    5064,      2778,       13,     2609,       3098,        13
362,    5081,      2783,       12,     2604,       3108,        15
363,    5085,      2777,       12,     2614,       3118,        14
364,    5108,      2787,       12,     2631,       3128,        16
365,    5139,      2815,       12,     2639,       3138,        13
366,    5138,      2812,       15,     2640,       3148,        15
367,    5133,      2801,       12,     2657,       3158,        15
368,    5173,      2823,       14,     2661,       3168,        17
369,    5175,      2828,       15,     2667,       3178,        16
370,    5218,      2861,       13,     2666,       3188,        15
371,    5216,      2861,       12,     2684,       3198,        14
372,    5222,      2858,       15,     2699,       3208,        16
373,    5251,      2877,       12,     2711,       3218,        14
374,    5271,      2896,       18,     2721,       3228,        20
375,    5274,      2886,       14,     2725,       3238,        21
376,    5305,      2893,       14,     2744,       3248,        17
377,    5335,      2920,       18,     2753,       3258,        18
378,    5353,      2933,       15,     2755,       3268,        16
379,    5368,      2935,       14,     2780,       3278,        15
380,    5375,      2938,       16,     2770,       3288,        17
381,    5414,      2955,       15,     2778,       3298,        14
382,    5419,      2958,       15,     2798,       3308,        17
383,    5442,      2985,       15,     2797,       3318,        16
384,    5457,      2985,       17,     2799,       3328,        21
385,    5483,      3002,       17,     2806,       3338,        16
386,    5483,      2996,       17,     2829,       3348,        17
387,    5498,      3017,       16,     2832,       3358,        16
388,    5516,      3009,       17,     2849,       3368,        18
389,    5541,      3032,       16,     2867,       3378,        15
390,    5537,      3025,       15,     2864,       3388,        17
391,    5555,      3042,       15,     2868,       3398,        17
392,    5587,      3049,       16,     2896,       3408,        19
393,    5587,      3056,       15,     2903,       3418,        15
394,    5620,      3075,       16,     2907,       3428,        16
395,    5641,      3091,       16,     2915,       3438,        17
396,    5655,      3086,       16,     2916,       3448,        18
397,    5665,      3103,       15,     2918,       3458,        15
398,    5687,      3112,       18,     2934,       3468,        19
399,    5710,      3119,       16,     2944,       3478,        17
400,    5721,      3121,       16,     2960,       3488,        19
401,    5714,      3114,       15,     2967,       3498,        15
402,    5759,      3138,       17,     2971,       3508,        22
403,    5760,      3148,       17,     2985,       3518,        20
404,    5789,      3160,       16,     3002,       3528,        19
405,    5808,      3166,       17,     3002,       3538,        16
406,    5813,      3175,       16,     3005,       3548,        19
407,    5841,      3190,       16,     3006,       3558,        21
408,    5859,      3201,       17,     3044,       3568,        20
409,    5872,      3196,       16,     3053,       3578,        16
410,    5873,      3205,       16,     3061,       3588,        24
411,    5924,      3236,       16,     3065,       3598,        22
412,    5916,      3222,       15,     3052,       3608,        25
413,    5953,      3249,       20,     3060,       3618,        22
414,    5980,      3265,       16,     3079,       3628,        34
415,    5985,      3251,       16,     3088,       3638,        23
416,    6007,      3281,       17,     3092,       3648,        26
417,    6015,      3280,       15,     3102,       3658,        24
418,    6025,      3291,       21,     3129,       3668,        23
419,    6048,      3298,       18,     3127,       3678,        23
420,    6060,      3315,       17,     3126,       3688,        25
421,    6073,      3313,       17,     3136,       3698,        23
422,    6092,      3326,       16,     3154,       3708,        25
423,    6109,      3330,       17,     3159,       3718,        24
424,    6126,      3330,       17,     3161,       3728,        27
425,    6149,      3356,       33,     3175,       3738,        46
