n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
0,        0,          0,         0,       0,         0,        3,            0,              0,             0        0,          0,         0
1,        0,          0,         0,       0,         0,        0,            0,              0,             0        0,          0,         0
2,        2,          2,         7,       1,         2,        2,            1,              0,             1        1,          2,         5
3,        3,          2,         1,       3,         4,        1,            2,              0,             0        2,          5,         1
4,        5,          3,         1,       6,         5,        1,            5,              3,             4        5,          8,         2
5,        9,          4,         2,      10,         8,        2,            7,              4,             1        7,         12,         2
6,       18,          7,         5,      16,        13,        2,           12,              9,             1       10,         16,         3
7,       19,          9,         3,      21,        15,        2,           18,             15,             1       12,         20,         4
8,       26,         13,         3,      25,        17,        3,           25,             21,             2       16,         24,         4
9,       32,         15,         3,      31,        21,        3,           28,             23,             2       20,         29,         5
10,       36,         15,         3,      39,        27,        5,           35,             29,             3       21,         34,         5
11,       40,         17,         4,      47,        33,        6,           36,             29,             3       26,         39,         5
12,       46,         20,         4,      53,        34,        5,           46,             38,             3       31,         44,         7
13,       55,         19,         5,      59,        39,       34,           50,             41,            22       34,         49,         7
14,       67,         18,         6,      63,        42,       11,           56,             46,            28       37,         54,        14
15,       71,         25,         5,      68,        45,        3,           60,             49,            17       43,         59,         7
16,       70,         23,         6,      80,        53,       26,           69,             57,             4       48,         64,        19
17,       76,         27,         5,      90,        59,        4,           72,             59,             3       52,         70,        22
18,       77,         27,        34,      97,        63,        2,           87,             73,             4       58,         76,         7
19,       88,         34,         5,     103,        66,        2,           97,             82,             4       62,         82,         8
20,       99,         37,        19,     111,        73,        2,          101,             85,             5       64,         88,        19
21,      115,         35,        16,     119,        75,        2,          112,             95,             5       69,         94,         8
22,      119,         37,        24,     129,        85,        2,          113,             95,             7       74,        100,         6
23,      124,         37,         4,     139,        87,        2,          116,             97,             5       75,        106,        20
24,      134,         40,         4,     148,        94,        2,          126,            106,             5       84,        112,         3
25,      133,         38,         3,     157,       100,        2,          147,            126,             8       88,        118,         1
26,      148,         41,         4,     168,       105,        4,          159,            137,            34       94,        124,         2
27,      152,         47,         4,     176,       111,        4,          176,            153,             7       97,        130,         1
28,      171,         46,        33,     185,       118,        3,          182,            158,             9      102,        136,         2
29,      167,         54,        13,     191,       120,        3,          189,            164,             9      105,        142,         2
30,      173,         57,         1,     198,       125,        3,          211,            185,            10      116,        148,         1
31,      194,         51,         1,     207,       129,        3,          241,            215,             9      116,        154,         1
32,      182,         55,         3,     218,       135,        6,          268,            241,            20      124,        160,         4
33,      199,         60,         1,     229,       134,        5,          294,            266,            13      129,        167,         2
34,      230,         63,         1,     243,       147,        3,          318,            289,            15      130,        174,         2
35,      213,         62,         1,     253,       150,        5,          346,            316,            14      136,        181,         2
36,      213,         66,         1,     258,       156,        4,          381,            350,            18      146,        188,         3
37,      201,         67,         1,     272,       165,        4,          397,            365,            18      153,        195,         3
38,      226,         70,         3,     282,       168,        3,          431,            398,            18      156,        202,         8
39,      247,         72,         1,     291,       174,        5,          469,            436,            39      158,        209,         2
40,      257,         77,         1,     302,       177,        4,          497,            463,            20      163,        216,         2
41,      245,         77,         1,     314,       183,        6,          512,            477,            22      166,        223,         2
42,      263,         76,         1,     320,       188,        4,          514,            478,            21      177,        230,         3
43,      305,         80,         2,     334,       194,        4,          519,            482,            22      179,        237,         2
44,      312,         79,         3,     348,       201,        4,          531,            493,            22      184,        244,         2
45,      310,         87,         2,     360,       207,        4,          575,            537,            22      193,        251,         8
46,      328,         87,         2,     372,       213,        7,          618,            579,            24      196,        258,         2
47,      320,         93,         2,     379,       217,        4,          633,            593,            25      195,        265,         3
48,      314,         95,         2,     386,       223,        5,          652,            611,            27      208,        272,         3
49,      347,         98,         3,     397,       226,       34,          696,            654,            29      215,        279,         4
50,      344,        102,         2,     410,       232,        5,          723,            680,            28      222,        286,         3
51,      341,         97,         2,     418,       235,       21,          753,            709,            34      227,        293,         3
52,      375,        103,         2,     431,       243,        7,          804,            759,            32      234,        300,         3
53,      360,        115,         2,     440,       247,       13,          855,            809,            34      239,        307,         3
54,      416,        108,         2,     450,       258,        5,          905,            858,            37      243,        314,         3
55,      412,        105,         2,     460,       265,        5,          927,            879,            38      245,        321,         3
56,      410,        110,         2,     473,       264,        6,          973,            924,            38      257,        328,         3
57,      461,        112,         2,     484,       274,        6,         1026,            976,            42      263,        335,         3
58,      459,        121,         4,     494,       279,       10,         1036,            985,            41      266,        342,         5
59,      422,        127,         4,     509,       289,        5,         1091,           1039,            44      271,        349,         4
60,      430,        127,         3,     525,       295,        5,         1134,           1081,            45      281,        356,         3
61,      452,        120,         2,     535,       296,        4,         1162,           1108,            47      288,        363,         3
62,      502,        125,         2,     544,       307,        5,         1198,           1143,            50      289,        370,         4
63,      468,        130,         3,     558,       312,        5,         1216,           1160,            50      298,        377,         3
64,      511,        130,         2,     574,       326,        6,         1235,           1178,            49      302,        384,         4
65,      511,        135,         4,     578,       327,        6,         1293,           1235,            51      309,        392,         4
66,      482,        133,         3,     591,       333,        5,         1350,           1291,            55      317,        400,         5
67,      530,        137,         3,     602,       341,        5,         1363,           1303,            60      322,        408,         5
68,      508,        139,         3,     616,       341,        5,         1408,           1347,            56      329,        416,         4
69,      528,        140,         3,     628,       352,        6,         1430,           1368,            57      333,        424,         4
70,      538,        150,         3,     646,       368,       11,         1499,           1436,            60      344,        432,         4
71,      574,        153,         4,     651,       367,        6,         1529,           1465,            60      347,        440,         3
72,      600,        143,        18,     666,       371,        6,         1540,           1475,            64      358,        448,         5
